mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
2.5,"17 km ENE of Walker Lake, Nevada",1724484920820,1724559213040,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00882918,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882918&format=geojson,,,,,reviewed,0,96,nn,00882918,",us7000n95p,nn00882918,",",us,nn,",",origin,phase-data,",11.0,0.06,0.1565,54.760000000000005,ml,earthquake,"M 2.5 - 17 km ENE of Walker Lake, Nevada"
0.43,"22 km SW of Ocotillo Wells, CA",1724484645290,1724607032369,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37681916,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37681916&format=geojson,,,,,reviewed,0,3,ci,37681916,",ci37681916,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.1124,0.14,133.0,ml,earthquake,"M 0.4 - 22 km SW of Ocotillo Wells, CA"
1.05,"3 km ESE of Frenchtown, Montana",1724484643280,1724507360430,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90060073,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90060073&format=geojson,,,,,reviewed,0,17,mb,90060073,",mb90060073,",",mb,",",origin,phase-data,",13.0,0.18,0.06,99.0,ml,earthquake,"M 1.1 - 3 km ESE of Frenchtown, Montana"
2.16,"92 km SSW of Alberto Oviedo Mota, B.C., MX",1724484640100,1724606702176,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40712863,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40712863&format=geojson,,,,,reviewed,0,72,ci,40712863,",ci40712863,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.1743,0.15,103.0,ml,earthquake,"M 2.2 - 92 km SSW of Alberto Oviedo Mota, B.C., MX"
1.3,"41 km E of Denali National Park, Alaska",1724484626046,1724484767454,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024aw2prrg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024aw2prrg&format=geojson,,,,,automatic,0,26,ak,024aw2prrg,",ak024aw2prrg,",",ak,",",origin,phase-data,",,,0.67,,ml,earthquake,"M 1.3 - 41 km E of Denali National Park, Alaska"
1.28,"4 km W of Brawley, CA",1724484047040,1724606514097,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40712855,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40712855&format=geojson,,,,,reviewed,0,25,ci,40712855,",ci40712855,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.05641,0.22,68.0,ml,earthquake,"M 1.3 - 4 km W of Brawley, CA"
0.85,"13 km SW of Searles Valley, CA",1724484031740,1724600151050,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40712847,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40712847&format=geojson,,,,,reviewed,0,11,ci,40712847,",ci40712847,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.08677,0.12,115.0,ml,earthquake,"M 0.9 - 13 km SW of Searles Valley, CA"
0.8,"31 km WSW of Ackerly, Texas",1724483640987,1724503271368,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024qptb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024qptb&format=geojson,,,,,reviewed,0,10,tx,2024qptb,",tx2024qptb,",",tx,",",origin,phase-data,",12.0,0.1,0.2,75.0,ml,earthquake,"M 0.8 - 31 km WSW of Ackerly, Texas"
0.9400000000000001,"10 km NE of Ashford, Washington",1724483496240,1724521015320,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62040281,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62040281&format=geojson,,,,,reviewed,0,14,uw,62040281,",uw62040281,",",uw,",",origin,phase-data,",9.0,0.01071,0.07,194.0,ml,earthquake,"M 0.9 - 10 km NE of Ashford, Washington"
2.21,"11 km SSW of Mariposa, CA",1724482732600,1724495275927,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75052601,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75052601&format=geojson,,,,,reviewed,0,75,nc,75052601,",nc75052601,",",nc,",",nearby-cities,origin,phase-data,",15.0,0.1889,0.32,90.0,md,earthquake,"M 2.2 - 11 km SSW of Mariposa, CA"
2.4,"9 km SSW of Mariposa, CA",1724482626170,1724540776700,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75052596,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75052596&format=geojson,,,,,reviewed,0,89,nc,75052596,",nc75052596,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",30.0,0.1644,0.22,47.0,md,earthquake,"M 2.4 - 9 km SSW of Mariposa, CA"
1.94,"6 km S of Volcano, Hawaii",1724482508780,1724482666130,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74422966,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74422966&format=geojson,,,,,automatic,0,58,hv,74422966,",hv74422966,",",hv,",",origin,phase-data,",24.0,0.009682,0.180000007,78.0,ml,earthquake,"M 1.9 - 6 km S of Volcano, Hawaii"
0.12,"41 km ENE of Adak, Alaska",1724482341830,1724628586080,,https://earthquake.usgs.gov/earthquakes/eventpage/av93239691,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93239691&format=geojson,,,,,reviewed,0,0,av,93239691,",av93239691,",",av,",",origin,phase-data,",6.0,0.02059,0.26,121.0,ml,earthquake,"M 0.1 - 41 km ENE of Adak, Alaska"
0.78,"3 km SSW of Condon, Montana",1724482309810,1724770282860,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90060238,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90060238&format=geojson,,,,,reviewed,0,9,mb,90060238,",mb90060238,",",mb,",",origin,phase-data,",9.0,0.186,0.06,157.0,ml,earthquake,"M 0.8 - 3 km SSW of Condon, Montana"
-0.65,"85 km NNW of Karluk, Alaska",1724481522210,1724628761830,,https://earthquake.usgs.gov/earthquakes/eventpage/av93019334,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93019334&format=geojson,,,,,reviewed,0,0,av,93019334,",av93019334,",",av,",",origin,phase-data,",4.0,0.04235,0.02,285.0,ml,earthquake,"M -0.7 - 85 km NNW of Karluk, Alaska"
4.4,"8 km N of Denman, Australia",1724481098233,1724622516168,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000n95k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000n95k&format=geojson,75.0,4.8,,,reviewed,0,334,us,7000n95k,",us7000n95k,",",us,",",dyfi,origin,phase-data,",26.0,2.049,0.53,63.0,mb,earthquake,"M 4.4 - 8 km N of Denman, Australia"
0.78,"9 km SW of Idyllwild, CA",1724480723170,1724600176900,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40712831,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40712831&format=geojson,,,,,reviewed,0,9,ci,40712831,",ci40712831,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",35.0,0.06519,0.13,53.0,ml,earthquake,"M 0.8 - 9 km SW of Idyllwild, CA"
-0.45,"40 km NE of Adak, Alaska",1724479782590,1724628270800,,https://earthquake.usgs.gov/earthquakes/eventpage/av93239661,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93239661&format=geojson,,,,,reviewed,0,0,av,93239661,",av93239661,",",av,",",origin,phase-data,",5.0,0.02101,0.3,136.0,ml,earthquake,"M -0.5 - 40 km NE of Adak, Alaska"
0.62,"5 km NW of Minco, Oklahoma",1724479358460,1724626647708,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024qpqr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024qpqr&format=geojson,2.0,2.2,,,reviewed,0,6,ok,2024qpqr,",ok2024qpqr,",",ok,",",dyfi,origin,phase-data,",21.0,0.06658693337,0.15,121.0,ml,earthquake,"M 0.6 - 5 km NW of Minco, Oklahoma"
1.9,"17 km ENE of Walker Lake, Nevada",1724478990947,1724527936306,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00882914,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882914&format=geojson,,,,,reviewed,0,56,nn,00882914,",nn00882914,",",nn,",",origin,phase-data,",11.0,0.065,0.1805,94.52000000000001,ml,earthquake,"M 1.9 - 17 km ENE of Walker Lake, Nevada"
1.47,"25 km W of Johannesburg, CA",1724478548410,1724600179775,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40712823,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40712823&format=geojson,,,,,reviewed,0,33,ci,40712823,",ci40712823,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",38.0,0.07069,0.15,55.0,ml,earthquake,"M 1.5 - 25 km W of Johannesburg, CA"
2.26,"0 km NNE of Section, Alabama",1724477719780,1724612558044,,https://earthquake.usgs.gov/earthquakes/eventpage/se60502343,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=se60502343&format=geojson,3.0,2.2,,,reviewed,0,79,se,60502343,",se60502343,",",se,",",dyfi,origin,phase-data,",15.0,0.6316,0.22,117.0,md,earthquake,"M 2.3 - 0 km NNE of Section, Alabama"
0.78,"15 km NE of Milford, Utah",1724477414040,1724690696500,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80079751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80079751&format=geojson,,,,,reviewed,0,9,uu,80079751,",uu80079751,",",uu,",",origin,phase-data,",13.0,0.00875,0.1,84.0,md,earthquake,"M 0.8 - 15 km NE of Milford, Utah"
-0.75,"64 km ENE of Pedro Bay, Alaska",1724477195210,1724627933440,,https://earthquake.usgs.gov/earthquakes/eventpage/av93239631,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93239631&format=geojson,,,,,reviewed,0,0,av,93239631,",av93239631,",",av,",",origin,phase-data,",4.0,0.008891,0.07,161.0,ml,earthquake,"M -0.8 - 64 km ENE of Pedro Bay, Alaska"
2.07,"9 km NNW of Avenal, CA",1724477095590,1724875180320,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75052586,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75052586&format=geojson,,,,,reviewed,0,66,nc,75052586,",nc75052586,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",28.0,0.02674,0.07,212.0,md,earthquake,"M 2.1 - 9 km NNW of Avenal, CA"
1.95000005,"5 km SSE of Pāhala, Hawaii",1724476861590,1724476954950,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74422836,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74422836&format=geojson,,,,,automatic,0,59,hv,74422836,",hv74422836,",",hv,",",origin,phase-data,",38.0,0.005235,0.140000001,169.0,md,earthquake,"M 2.0 - 5 km SSE of Pāhala, Hawaii"
0.74,"8 km WNW of Cobb, CA",1724476719480,1724483662303,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75052581,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75052581&format=geojson,,,,,automatic,0,8,nc,75052581,",nc75052581,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.01627,0.03,57.0,md,earthquake,"M 0.7 - 8 km WNW of Cobb, CA"
1.76,"38 km NW of Barstow, CA",1724475805480,1724606061497,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40712791,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40712791&format=geojson,1.0,2.0,,,reviewed,0,48,ci,40712791,",ci40712791,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",23.0,0.1729,0.14,74.0,ml,earthquake,"M 1.8 - 38 km NW of Barstow, CA"
0.21,"4 km WNW of Mammoth Lakes, CA",1724475563440,1724788408058,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75052576,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75052576&format=geojson,,,,,reviewed,0,1,nc,75052576,",nc75052576,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.006642,0.03,57.0,md,earthquake,"M 0.2 - 4 km WNW of Mammoth Lakes, CA"
1.6,"17 km ENE of Walker Lake, Nevada",1724474709056,1724544114838,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00882911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882911&format=geojson,,,,,reviewed,0,39,nn,00882911,",nn00882911,",",nn,",",origin,phase-data,",13.0,0.061,0.1256,92.01999999999998,ml,earthquake,"M 1.6 - 17 km ENE of Walker Lake, Nevada"
0.67,"6 km WNW of Borrego Springs, CA",1724474417530,1724600187817,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40712783,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40712783&format=geojson,,,,,reviewed,0,7,ci,40712783,",ci40712783,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",35.0,0.01343,0.19,70.0,ml,earthquake,"M 0.7 - 6 km WNW of Borrego Springs, CA"
1.5,"55 km S of Whites City, New Mexico",1724474119081,1724516713127,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024qpnv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024qpnv&format=geojson,,,,,reviewed,0,35,tx,2024qpnv,",tx2024qpnv,",",tx,",",origin,phase-data,",13.0,0.1,0.2,58.0,ml,earthquake,"M 1.5 - 55 km S of Whites City, New Mexico"
1.4,"17 km E of Walker Lake, Nevada",1724474068589,1724543559626,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00882909,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882909&format=geojson,,,,,reviewed,0,30,nn,00882909,",nn00882909,",",nn,",",origin,phase-data,",12.0,0.059,0.1744,68.81,ml,earthquake,"M 1.4 - 17 km E of Walker Lake, Nevada"
0.84,"17 km NNW of Garrison, Montana",1724473978440,1724506933560,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90060068,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90060068&format=geojson,,,,,reviewed,0,11,mb,90060068,",mb90060068,",",mb,",",origin,phase-data,",17.0,0.3165,0.15,54.0,ml,earthquake,"M 0.8 - 17 km NNW of Garrison, Montana"
1.19,"15 km NE of Milford, Utah",1724473652220,1724690462930,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80079736,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80079736&format=geojson,,,,,reviewed,0,22,uu,80079736,",uu80079736,",",uu,",",origin,phase-data,",13.0,0.006082,0.1,89.0,md,earthquake,"M 1.2 - 15 km NE of Milford, Utah"
2.1500001,"4 km SSW of Pāhala, Hawaii",1724473560050,1724473733740,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74422781,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74422781&format=geojson,,,,,automatic,0,71,hv,74422781,",hv74422781,",",hv,",",origin,phase-data,",35.0,0.02596,0.140000001,117.0,md,earthquake,"M 2.2 - 4 km SSW of Pāhala, Hawaii"
2.0,"17 km ENE of Walker Lake, Nevada",1724473509985,1724543005475,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00882906,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882906&format=geojson,,,,,reviewed,0,62,nn,00882906,",nn00882906,",",nn,",",origin,phase-data,",10.0,0.068,0.1567,60.68000000000001,ml,earthquake,"M 2.0 - 17 km ENE of Walker Lake, Nevada"
2.7,"16 km E of Walker Lake, Nevada",1724473158546,1724487564619,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00882904,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882904&format=geojson,0.0,1.0,,,reviewed,0,112,nn,00882904,",nn00882904,us7000n953,",",nn,us,",",dyfi,origin,phase-data,",14.0,0.055,0.147,48.80000000000001,ml,earthquake,"M 2.7 - 16 km E of Walker Lake, Nevada"
3.3,"17 km E of Walker Lake, Nevada",1724472840261,1724846891010,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00882900,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882900&format=geojson,3.0,2.2,3.022,,reviewed,0,168,nn,00882900,",nn00882900,us7000n952,",",nn,us,",",dyfi,moment-tensor,origin,phase-data,shakemap,",23.0,0.053,0.1688,48.75,ml,earthquake,"M 3.3 - 17 km E of Walker Lake, Nevada"
0.62,"6 km S of Idyllwild, CA",1724472476090,1724600205686,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40712759,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40712759&format=geojson,,,,,reviewed,0,6,ci,40712759,",ci40712759,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.02278,0.11,93.0,ml,earthquake,"M 0.6 - 6 km S of Idyllwild, CA"
1.07,"14 km NE of Milford, Utah",1724472227160,1724690233460,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80079716,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80079716&format=geojson,,,,,reviewed,0,18,uu,80079716,",uu80079716,",",uu,",",origin,phase-data,",15.0,0.00871,0.1,82.0,md,earthquake,"M 1.1 - 14 km NE of Milford, Utah"
0.3,"47 km ENE of Adak, Alaska",1724471713160,1724624782120,,https://earthquake.usgs.gov/earthquakes/eventpage/av93019324,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93019324&format=geojson,,,,,reviewed,0,1,av,93019324,",av93019324,",",av,",",origin,phase-data,",5.0,0.01648,0.3,270.0,ml,earthquake,"M 0.3 - 47 km ENE of Adak, Alaska"
0.12,"40 km ENE of Adak, Alaska",1724471663320,1724624305310,,https://earthquake.usgs.gov/earthquakes/eventpage/av93019319,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93019319&format=geojson,,,,,reviewed,0,0,av,93019319,",av93019319,",",av,",",origin,phase-data,",5.0,0.01167,0.32,98.0,ml,earthquake,"M 0.1 - 40 km ENE of Adak, Alaska"
1.3,"24 km S of Stanton, Texas",1724471663084,1724549332441,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024qpml,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024qpml&format=geojson,,,,,reviewed,0,26,tx,2024qpml,",tx2024qpml,",",tx,",",origin,phase-data,",16.0,0.1,0.1,62.0,ml,earthquake,"M 1.3 - 24 km S of Stanton, Texas"
1.1,"39 km WNW of Cantwell, Alaska",1724471197426,1724471351523,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024aw0fhsq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024aw0fhsq&format=geojson,,,,,automatic,0,19,ak,024aw0fhsq,",ak024aw0fhsq,",",ak,",",origin,phase-data,",,,0.66,,ml,earthquake,"M 1.1 - 39 km WNW of Cantwell, Alaska"
4.8,"86 km WSW of Labuan, Indonesia",1724470320339,1724472284040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000n94y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000n94y&format=geojson,,,,,reviewed,0,354,us,7000n94y,",us7000n94y,",",us,",",origin,phase-data,",42.0,2.651,0.84,114.0,mb,earthquake,"M 4.8 - 86 km WSW of Labuan, Indonesia"
1.69,"29 km SE of Bodie, CA",1724469615950,1724494432440,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75052556,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75052556&format=geojson,,,,,reviewed,0,44,nc,75052556,",nc75052556,",",nc,",",nearby-cities,origin,phase-data,",30.0,0.2661,0.14,117.0,md,earthquake,"M 1.7 - 29 km SE of Bodie, CA"
0.43,"44 km ENE of Adak, Alaska",1724469428280,1724643861970,,https://earthquake.usgs.gov/earthquakes/eventpage/av93239556,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93239556&format=geojson,,,,,reviewed,0,3,av,93239556,",av93239556,",",av,",",origin,phase-data,",4.0,0.02316,0.15,160.0,ml,earthquake,"M 0.4 - 44 km ENE of Adak, Alaska"
1.27,"65 km NNE of Chignik, Alaska",1724469373460,1724621936720,,https://earthquake.usgs.gov/earthquakes/eventpage/av93239551,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93239551&format=geojson,,,,,reviewed,0,25,av,93239551,",av93239551,",",av,",",origin,phase-data,",7.0,0.02408,0.2,136.0,ml,earthquake,"M 1.3 - 65 km NNE of Chignik, Alaska"
0.79,"65 km NNE of Chignik, Alaska",1724469299640,1724620055800,,https://earthquake.usgs.gov/earthquakes/eventpage/av93239546,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93239546&format=geojson,,,,,reviewed,0,10,av,93239546,",av93239546,",",av,",",origin,phase-data,",5.0,0.02545,0.08,145.0,ml,earthquake,"M 0.8 - 65 km NNE of Chignik, Alaska"
0.98,"66 km NNE of Chignik, Alaska",1724469280640,1724619668380,,https://earthquake.usgs.gov/earthquakes/eventpage/av93019309,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93019309&format=geojson,,,,,reviewed,0,15,av,93019309,",av93019309,",",av,",",origin,phase-data,",7.0,0.02606,0.21,197.0,ml,earthquake,"M 1.0 - 66 km NNE of Chignik, Alaska"
0.47,"65 km NNE of Chignik, Alaska",1724469219610,1724619196470,,https://earthquake.usgs.gov/earthquakes/eventpage/av93239541,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93239541&format=geojson,,,,,reviewed,0,3,av,93239541,",av93239541,",",av,",",origin,phase-data,",6.0,0.02254,0.16,128.0,ml,earthquake,"M 0.5 - 65 km NNE of Chignik, Alaska"
0.49,"62 km NNE of Chignik, Alaska",1724469087540,1724619140170,,https://earthquake.usgs.gov/earthquakes/eventpage/av93239531,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93239531&format=geojson,,,,,reviewed,0,4,av,93239531,",av93239531,",",av,",",origin,phase-data,",7.0,0.02438,0.23,141.0,ml,earthquake,"M 0.5 - 62 km NNE of Chignik, Alaska"
0.67,"4 km N of Cholame, CA",1724468808390,1724802029008,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75052551,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75052551&format=geojson,,,,,reviewed,0,7,nc,75052551,",nc75052551,",",nc,",",nearby-cities,origin,phase-data,",15.0,0.003874,0.03,189.0,md,earthquake,"M 0.7 - 4 km N of Cholame, CA"
1.86,"9 km SSW of Fern Forest, Hawaii",1724468657200,1724468813510,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74422661,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74422661&format=geojson,,,,,automatic,0,53,hv,74422661,",hv74422661,",",hv,",",origin,phase-data,",14.0,0.01157,0.239999995,159.0,ml,earthquake,"M 1.9 - 9 km SSW of Fern Forest, Hawaii"
0.98,"9 km SW of Salton City, CA",1724468440730,1724605408042,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40712703,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40712703&format=geojson,,,,,reviewed,0,15,ci,40712703,",ci40712703,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.04913,0.2,103.0,ml,earthquake,"M 1.0 - 9 km SW of Salton City, CA"
0.69,"5 km WNW of Cobb, CA",1724468133540,1724872329453,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75052546,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75052546&format=geojson,,,,,reviewed,0,7,nc,75052546,",nc75052546,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",5.0,0.008973,0.01,147.0,md,earthquake,"M 0.7 - 5 km WNW of Cobb, CA"
0.74,"3 km WNW of Cobb, CA",1724468116610,1724468212094,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75052541,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75052541&format=geojson,,,,,automatic,0,8,nc,75052541,",nc75052541,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.007776,0.03,138.0,md,earthquake,"M 0.7 - 3 km WNW of Cobb, CA"
0.69,"3 km WNW of Cobb, CA",1724467964000,1724472568037,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75052526,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75052526&format=geojson,,,,,automatic,0,7,nc,75052526,",nc75052526,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.008436,0.02,138.0,md,earthquake,"M 0.7 - 3 km WNW of Cobb, CA"
4.5,south of the Fiji Islands,1724467826744,1724468906040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000n94v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000n94v&format=geojson,,,,,reviewed,0,312,us,7000n94v,",us7000n94v,",",us,",",origin,phase-data,",39.0,5.336,0.88,76.0,mb,earthquake,M 4.5 - south of the Fiji Islands
1.70000005,"5 km SSW of Volcano, Hawaii",1724467714740,1724467812300,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74422636,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74422636&format=geojson,,,,,automatic,0,44,hv,74422636,",hv74422636,",",hv,",",origin,phase-data,",8.0,0.006596,0.0599999987,192.0,md,earthquake,"M 1.7 - 5 km SSW of Volcano, Hawaii"
1.0,"12 km W of Forsan, Texas",1724467515702,1724873449117,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024qpke,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024qpke&format=geojson,,,,,reviewed,0,15,tx,2024qpke,",tx2024qpke,",",tx,",",origin,phase-data,",16.0,0.2,0.1,61.0,ml,earthquake,"M 1.0 - 12 km W of Forsan, Texas"
2.6,"17 km ENE of Walker Lake, Nevada",1724466567672,1724469212282,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00882897,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882897&format=geojson,,,,,reviewed,0,104,nn,00882897,",us7000n94t,nn00882897,",",us,nn,",",origin,phase-data,",15.0,0.062,0.1741,54.599999999999994,ml,earthquake,"M 2.6 - 17 km ENE of Walker Lake, Nevada"
-1.06,"84 km NW of Karluk, Alaska",1724466334630,1724617096380,,https://earthquake.usgs.gov/earthquakes/eventpage/av93019299,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93019299&format=geojson,,,,,reviewed,0,0,av,93019299,",av93019299,",",av,",",origin,phase-data,",4.0,0.08013,0.02,146.0,ml,earthquake,"M -1.1 - 84 km NW of Karluk, Alaska"
1.4,"22 km SW of Anchorage, Alaska",1724465923635,1724466064081,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024avzo2i3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024avzo2i3&format=geojson,,,,,automatic,0,30,ak,024avzo2i3,",ak024avzo2i3,",",ak,",",origin,phase-data,",,,0.75,,ml,earthquake,"M 1.4 - 22 km SW of Anchorage, Alaska"
1.6,"35 km ESE of Central, Alaska",1724465341694,1724465513331,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024avzm1tf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024avzm1tf&format=geojson,,,,,automatic,0,39,ak,024avzm1tf,",ak024avzm1tf,",",ak,",",origin,phase-data,",,,0.72,,ml,earthquake,"M 1.6 - 35 km ESE of Central, Alaska"
